Event_ID,Date,Country,Reason,Action_Summary,Action_Level,Action_Classification,Status,Type,Device,Source,manufacturer_name,device_name
be407936-fb21-481a-8004-77078d005d72,2020-09-10,,software error detected in ultrasound machine,software update,Wholesale,Class 2,,safety alert,ultrasound machine,Health Canada,LifeSystems,ultrasound machine
63e92882-32c2-479d-b3f2-c6083b447eef,2025-01-15,USA,quality problem detected in laser therapy unit,software update,Hospital,Class 2,classified,safety alert,laser therapy unit,FDA,HealthTech,laser therapy unit
c31db558-8849-4c35-98d6-925eeb611400,2016-02-18,DEU,fatal detected in cardiac pacemaker,terminated,Healthcare Professional,Class 1,classified,safety alert,cardiac pacemaker,PMDA,GlobalMed,cardiac pacemaker
e4c6f048-1819-4ccb-ba78-5e64539201f6,2016-03-28,,quality problem detected in ultrasound machfne,software update,Wholesale,Class 2,,recall,ultrasound machine,PMDA,BioCare,ultrasound machine
11b7da6d-24ad-4219-87c4-6713a123a331,2021-07-09,FRA,explosion detected in surgical implant,recall,Public Recall,Class 1,classified,field safety,surgical implant,EMA,BioCare,surgical implant
e50b5f9f-7c54-4d53-819b-0b2a61d22d68,2023-03-04,CHN,manufacturing defect detected in x-ray device,software update,Sponsor Control,Class 2,terminated,recall,x-ray device,CDSCO,MediNova,x-ray device
47833e82-18e0-43b5-93d7-151692d48c8f,2020-11-22,CAN,performance issue detected in diagnostic monitor,software update,Wholesale,Class 2,classified,recall,diagnostic monitor,EMA,HealthTech,diagnostic monitor
68bf7bc6-8513-4847-9d54-0cfa30c3cbdb,2022-02-26,FRA,documentation update detected in dressing,software update,Retail,Class 3,classified,safety alert,dressing,PMDA,MediNova,dressing
1af1da95-3822-4362-b0cd-2cdd0dd13a6c,2023-03-05,MEX,explosion detected in surgical implant,terminated,Public Recall,Class 1,terminated,safety alert,surgical implant,TGA,LifeSystems,surgical implant
c399c005-0b20-477e-9c39-f36f23d7d108,2018-07-10,,cosmetic defect detected in disposabue glove,software update,Retail,Class 3,,field safety,disposable glove,CDSCO,MediNova,disposable glove
ef827a94-c32f-4c64-9b32-44ac90af66b0,2022-04-26,MEX,death detected in infusion pump,terminated,Healthcare Professional,Class 1,terminated,field safety,infusion pump,CDSCO,BioCare,infusion pump
f5087a85-4aad-4ddd-974f-079e0b80e4c5,2020-08-13,GBR,cardiac detected in cardiac pacemaker,terminated,Healthcare Professional,Class 1,classified,recall,cardiac pacemaker,PMDA,BioCare,cardiac pacemaker
df11a005-2a53-4f2b-8976-5633d848157d,2024-01-14,CHN,explosion detected in ventilator,terminated,Public Recall,Class 1,open,field safety,ventilator,TGA,BioCare,ventilator
47dc468d-9724-4bc0-bb9f-655ec460ea0f,2021-07-06,FRA,fatal detected in defibrillator,terminated,Public Recall,Class 1,classified,field safety,defibrillator,PMDA,MediNova,defibrillator
53195,2017-02-20,USA,"There is a potential and possible hazard to the user when using the MAMMOMAT Inspiration PC monitor at the control desk, in that the holder of the PC monitor can break causing an unstable monitor to fall causing possible serious injury.",Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall,usa-siemens-mammomat-inspiration,U.S. Food and Drug Administration,,
65a5611c-367d-4410-8782-f2d5e85df73c,2025-03-22,MEX,documentation update detected in syringe,recall,Sponsor Control,Class 3,classified,safety alert,syringe,MHRA,GlobalMed,syringe
2c0ecf6f-9d9d-4172-b093-c8a4a679a4c4,2017-10-19,BRA,manufacturing defect detected in diagnostic monitor,software update,Sponsor Control,Class 2,open,field safety,diagnostic monitor,PMDA,HealthTech,diagnostic monitor
ae60658c-2224-4323-8a7c-bed390063be6,2018-08-30,CHN,manufacturing defect detected in ultrasound machine,software update,Sponsor Control,Class 2,open,safety alert,ultrasound machine,PMDA,GlobalMed,ultrasound machine
20a56734-6807-41a7-9939-fa6168f36d86,2024-01-09,CAN,packaging detected in bandage,software update,Sponsor Control,Class 3,terminated,safety alert,bandage,TGA,CardioPlus,bandage
ef2d77a2-3b29-4f90-861a-88808dbe0043,2016-12-03,,fltal detected in defibrillator,recall,Hospital,Class 1,,safety alert,defibrillator,EMA,HealthTech,defibrillator
a58de61f-2830-48a7-a9b0-6c4f856c6980,2020-08-13,CAN,packaging detected in syringe,software update,Retail,Class 3,terminated,safety alert,syringe,TGA,GlobalMed,syringe
e8efd035-822d-41b0-913c-4ea1c0d65fc4,2021-11-29,CHN,paperwork detected in dressing,software update,Wholesale,Class 3,open,recall,dressing,Health Canada,BioCare,dressing
8499bc09-0236-47d8-aee1-5ea73da3e995,2017-11-27,CHN,death detected in surgical implant,recall,Public Recall,Class 1,open,field safety,surgical implant,EMA,BioCare,surgical implant
950f9049-cc0f-40ab-a8a7-df3dd6538f72,2019-10-16,BRA,paperwork detected in catheter,terminated,Retail,Class 3,terminated,field safety,catheter,Health Canada,LifeSystems,catheter
249c11ef-7ac9-43ef-8c2a-11605e7a625a,2025-06-19,JPN,quality problem detected in laser therapy unit,recall,Sponsor Control,Class 2,classified,recall,laser therapy unit,FDA,MediNova,laser therapy unit
2adf0177-6d5f-40e1-8688-5d679008919c,2020-10-20,AUS,explosion detected in surgical implant,terminated,Public Recall,Class 1,terminated,recall,surgical implant,MHRA,LifeSystems,surgical implant
12d41fbd-d08c-4e82-b8a4-39748d0510c5,2018-03-16,AUS,packaging detected in bandage,recall,Retail,Class 3,classified,recall,bandage,EMA,MediNova,bandage
ff1f44e0-7ccb-4c61-a081-f25b39dcdf98,2019-09-27,DEU,instruction correction detected in bandage,software update,Retail,Class 3,terminated,recall,bandage,TGA,GlobalMed,bandage
dcc8993a-468c-4ed6-8e06-4d70fb429fe0,2015-12-20,,death denected in defibrillator,terminated,Healthcare Professional,Class 1,,recall,defibrillator,Health Canada,Meditech Corp,defibrillator
50faa88d-fc49-4186-9c78-420cf82f281a,2021-02-26,BRA,explosion detected in defibrillator,terminated,Public Recall,Class 1,open,recall,defibrillator,EMA,LifeSystems,defibrillator
80bac152-dbc1-4a5f-86e3-7b58c1527b3e,2020-07-07,CAN,documentation update detected in catheter,software update,Retail,Class 3,terminated,recall,catheter,PMDA,LifeSystems,catheter
115313,2015-03-25,IRL,Device failure / Feature Before Use - Manufacturing,Warning,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Field Safety Notice,irl-fx-cordiax-dialysers,Health Products Regulatory Authority,,
1601a036-724c-467b-849c-28a922390c26,2020-12-12,AUS,serious injury detected in ventilator,recall,Hospital,Class 1,classified,recall,ventilator,TGA,HealthTech,ventilator
c5d22480-1c16-40df-b240-7d6447ab7b62,2019-02-27,,packaging detected in bandage,software update,Wholesale,Class 3,,field safety,bandage,EMA,LifeSystems,bandage
52416,2017-02-20,USA,"Loose connections (i.e., connections between PVC circuit tubing and Oxygenator ports) may result in leaks and patient blood loss",Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall,usa-capiox-fx-hollow-fiber-oxygenator-0499228c-36be-492f-922d-979a9e3e545a,U.S. Food and Drug Administration,,
53388,2017-02-20,USA,ICU Medical is recalling MicroClave T-Connectors because they have potential connection separation issues that could lead to leakage.,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall,usa-intravascular-administration-set-25c81b2a-e6ce-4dff-9478-092bad9beda6,U.S. Food and Drug Administration,,
5d72f5e3-2220-4864-8caa-0ec8bc5de067,2023-10-17,FRA,serious injury detected in ventilator,terminated,Public Recall,Class 1,terminated,recall,ventilator,EMA,BioCare,ventilator
2d832244-fd60-49fc-9eb4-e6835db79bb8,2017-02-19,,cosmetic defect detected in disposable glose,software update,Retail,Class 3,,field safety,disposable glove,EMA,CardioPlus,disposable glove
111577f0-71ab-4800-83a9-9edd7b4f6b36,2024-02-26,BRA,manufacturing defect detected in laser therapy unit,software update,Hospital,Class 2,open,recall,laser therapy unit,FDA,BioCare,laser therapy unit
783e5da9-d9a1-4be6-a3d5-28d278750ddd,2017-06-22,GBR,explosion detected in surgical implant,recall,Healthcare Professional,Class 1,terminated,safety alert,surgical implant,MHRA,LifeSystems,surgical implant
27784,2016-06-27,ESP,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall / Safety Alert,esp-single-use-patient-tube-systems-of-2-m-used-with-the-medumat-transport-and-medumat-standard2-87038a5c-8d00-4ffc-8fb0-8e20b8dd2f29,Agencia Española de Medicamentos y Productos Sanitarios (Via FOI),,
5eec2c8d-798c-4dd4-b89e-a451a40bec42,2020-11-07,DEU,quality problem detected in laser therapy unit,software update,Sponsor Control,Class 2,classified,field safety,laser therapy unit,PMDA,HealthTech,laser therapy unit
00667829-8565-40d6-956f-c9224e13d964,2018-04-28,IND,death detected in defibrillator,terminated,Public Recall,Class 1,terminated,field safety,defibrillator,PMDA,GlobalMed,defibrillator
2e3af062-2df1-4947-90ab-6733fe2110e9,2024-07-05,AUS,explosion detected in cardiac pacemaker,software update,Healthcare Professional,Class 1,terminated,safety alert,cardiac pacemaker,EMA,MediNova,cardiac pacemaker
82b276bc-c5b4-40d4-b8a4-ce03a753e214,2022-11-16,CAN,explosion detected in defibrillator,terminated,Hospital,Class 1,open,recall,defibrillator,PMDA,MediNova,defibrillator
03d70aa9-7505-4179-8bdb-fccbcf7afcfc,2016-06-11,DEU,malfunction detected in laser therapy unit,recall,Wholesale,Class 2,terminated,safety alert,laser therapy unit,MHRA,MediNova,laser therapy unit
c393c4d5-2902-4e39-9bd9-3f5729c4be00,2024-06-03,CAN,infection detected in infusion pump,terminated,Healthcare Professional,Class 1,open,recall,infusion pump,PMDA,LifeSystems,infusion pump
14330,2017-02-20,USA,The double swivel connector may crack or separate on the endobronchial tube.,Recall,Hospital/Pharmacy/Laboratory,Class 1,Terminated,Recall,usa-device-recall-hudson-rci,U.S. Food and Drug Administration,,
71e823ac-1110-475d-a48c-2dbe09219841,2021-01-19,AUS,manufacturing defect detected in x-ray device,recall,Wholesale,Class 2,open,recall,x-ray device,Health Canada,BioCare,x-ray device
3ba5a9ea-eda1-42b1-a964-0442fbdf8c6d,2020-10-12,USA,documentation update detected in disposable glove,software update,Retail,Class 3,terminated,recall,disposable glove,Health Canada,HealthTech,disposable glove
3eb7ff9d-bf17-428f-93af-c32985bc4125,2015-12-05,CHN,implant detected in infusion pump,recall,Public Recall,Class 1,classified,field safety,infusion pump,FDA,GlobalMed,infusion pump
fd49a02d-0765-4fce-ad4e-fa482c1fbc32,2020-07-07,USA,cosmetic defect detected in syringe,software update,Sponsor Control,Class 3,classified,recall,syringe,PMDA,BioCare,syringe
ebf3d794-8114-43b2-97c6-3dc1c2efe42a,2017-12-13,DEU,explosion detected in defibrillator,software update,Public Recall,Class 1,terminated,recall,defibrillator,PMDA,LifeSystems,defibrillator
315e1ef2-0966-481e-8a79-28383832dd00,2016-02-29,JPN,infection detected in infusion pump,recall,Public Recall,Class 1,terminated,safety alert,infusion pump,PMDA,HealthTech,infusion pump
f897f3ed-7a3e-4489-8523-9c0877d7be6a,2019-10-24,FRA,infection detected in ventilator,recall,Hospital,Class 1,classified,recall,ventilator,FDA,HealthTech,ventilator
4dd0001a-0679-4aa1-b552-d95a70875948,2019-09-07,,software error detected in diagnostic monitnr,recall,Hospital,Class 2,,field safety,diagnostic monitor,PMDA,LifeSystems,diagnostic monitor
6cd3e3c1-278f-4b13-9816-3452a6a4fd19,2016-05-25,CHN,documentation update detected in bandage,terminated,Retail,Class 3,open,field safety,bandage,FDA,HealthTech,bandage
2fb8e9e5-0279-4519-a814-025e90b8b228,2024-12-31,BRA,documentation update detected in syringe,recall,Wholesale,Class 3,terminated,safety alert,syringe,PMDA,LifeSystems,syringe
7deb60e3-7a04-4b1c-86f0-c26cd1cca796,2018-05-15,,implant detected in defibrillator,terminated,Public Recall,Class 1,,safety alert,defibrillator,FDA,GlobalMed,defibrillator
7b093540-5e9e-42bb-8dc4-242f1f5f7356,2024-04-20,GBR,infection detected in ventilator,terminated,Hospital,Class 1,terminated,field safety,ventilator,Health Canada,MediNova,ventilator
94593,2017-02-20,CAN,TO ENSURE THAT ALL DISTRIBUTED VAIL BEDS HAD RETROFIT AND RELABELLING.,Recall,Hospital/Pharmacy/Laboratory,III,Terminated,Recall,can-vail-1000-enclosed-bed-041f0133,Health Canada (via FOI),,
2497a1e0-5ff3-46f2-9e07-8790cf6aef3b,2023-04-26,AUS,instruction correction detected in dressing,software update,Sponsor Control,Class 3,classified,recall,dressing,FDA,MediNova,dressing
c044833b-6599-4607-9405-1b5f736fb00d,2018-07-13,MEX,cardiac detected in cardiac pacemaker,software update,Public Recall,Class 1,open,recall,cardiac pacemaker,Health Canada,GlobalMed,cardiac pacemaker
8bd0685c-899b-44d1-9539-a6b894961ca3,2016-10-18,CHN,performance issue detected in laser therapy unit,recall,Wholesale,Class 2,classified,safety alert,laser therapy unit,PMDA,HealthTech,laser therapy unit
e50d96c4-426c-4fdc-bf59-1d445e547026,2019-01-20,JPN,manufacturing defect detected in x-ray device,terminated,Wholesale,Class 2,open,recall,x-ray device,FDA,GlobalMed,x-ray device
78a41eb1-472d-4dbd-8022-38f4a73a2f8b,2016-03-09,MEX,fatal detected in cardiac pacemaker,terminated,Public Recall,Class 1,classified,safety alert,cardiac pacemaker,TGA,BioCare,cardiac pacemaker
d2d911d8-b0f7-432e-917f-b884691aefb5,2018-06-20,CAN,infection detected in cardiac pacemaker,software update,Healthcare Professional,Class 1,classified,safety alert,cardiac pacemaker,Health Canada,BioCare,cardiac pacemaker
4089c00c-2df3-491b-8b74-ba48099a9d2d,2016-07-27,DEU,instruction correction detected in dressing,software update,Retail,Class 3,open,recall,dressing,MHRA,MediNova,dressing
df2b3aae-7277-4845-acab-7905d46e34ab,2018-06-01,IND,instruction correction detected in syringe,software update,Retail,Class 3,classified,safety alert,syringe,PMDA,HealthTech,syringe
9c86c52d-b4ef-421d-9204-32e40f8bc1a3,2025-05-12,MEX,instruction correction detected in syringe,software update,Wholesale,Class 3,terminated,safety alert,syringe,MHRA,CardioPlus,syringe
0830cff6-84c5-4abb-975a-4927e6338dfa,2022-03-16,MEX,software error detected in diagnostic monitor,software update,Hospital,Class 2,open,field safety,diagnostic monitor,TGA,MediNova,diagnostic monitor
efe6d46f-aedb-43ca-86c9-806a5f06c36e,2022-06-04,IND,explosion detected in cardiac pacemaker,terminated,Public Recall,Class 1,open,safety alert,cardiac pacemaker,PMDA,HealthTech,cardiac pacemaker
100323,2017-02-20,USA,"Cables of incorrect diameter were used in product assembly, resulting in the sleeve not being able to bind to the cable after crimping.",Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall,usa-device-recall-orthopedic-implant,U.S. Food and Drug Administration,,
2e598c35-6c94-4a0b-9d6f-634429462b51,2020-12-25,BRA,packaging detected in bandage,software update,Wholesale,Class 3,classified,field safety,bandage,Health Canada,CardioPlus,bandage
8eebb189-57fa-4f73-914a-235d0c5940d5,2018-04-04,BRA,explosion detected in surgical implant,terminated,Public Recall,Class 1,open,recall,surgical implant,PMDA,MediNova,surgical implant
68f99feb-48d5-40b7-846c-deb2cbafb2a4,2017-10-19,IND,explosion detected in ventilator,terminated,Hospital,Class 1,terminated,safety alert,ventilator,TGA,CardioPlus,ventilator
f9a895ef-bb08-4c36-a110-b43f08a37a8a,2023-07-04,BRA,packaging detected in dressing,software update,Sponsor Control,Class 3,classified,safety alert,dressing,FDA,MediNova,dressing
959f8b91-51aa-4560-8e66-b91d966827ae,2024-09-06,BRA,software error detected in ultrasound machine,recall,Hospital,Class 2,terminated,safety alert,ultrasound machine,Health Canada,LifeSystems,ultrasound machine
dbbfc9f1-a1bc-4cbf-85fa-5a1a6aaa0bd4,2017-03-26,,instruction correctibn detected in bandage,software update,Wholesale,Class 3,,field safety,bandage,EMA,CardioPlus,bandage
e481c341-9c35-437b-9413-59339435bf77,2017-08-03,USA,packaging detected in disposable glove,recall,Sponsor Control,Class 3,open,recall,disposable glove,Health Canada,LifeSystems,disposable glove
3a6bed61-5b88-4717-939c-574c818e8ca2,2023-01-21,IND,cosmetic defect detected in syringe,terminated,Wholesale,Class 3,terminated,safety alert,syringe,MHRA,MediNova,syringe
f8943b17-57ff-4223-a0c9-39e763efd6e7,2016-08-18,FRA,paperwork detected in dressing,software update,Wholesale,Class 3,classified,field safety,dressing,EMA,HealthTech,dressing
0b55f755-f49a-4c16-a09b-42bbda722869,2019-04-26,USA,software error detected in diagnostic monitor,software update,Hospital,Class 2,open,safety alert,diagnostic monitor,PMDA,BioCare,diagnostic monitor
dfdd651e-8e6e-491b-a0be-de394947ae9c,2017-02-12,USA,serious injury detected in ventilator,terminated,Hospital,Class 1,terminated,safety alert,ventilator,Health Canada,HealthTech,ventilator
fcc9c2d2-c2f7-4a2e-a6ed-4807e72728ff,2019-02-11,GBR,explosion detected in surgical implant,software update,Public Recall,Class 1,open,field safety,surgical implant,Health Canada,GlobalMed,surgical implant
105212,2017-02-20,USA,"The recall was initiated because during a test on a batch of sensors on the company shipping dock, Teledyne Instruments discovered electrolyte loss from the sealing cylinder on a few sensors. This test was done pursuant to a complaint from one customer of label discoloration caused because of the electrolyte loss. The risk
of a leak form the oxygen sensor while in use is the disruption of therape",Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall,usa-device-recall-microfuel-cell-oxygen-sensor-class-ri5,U.S. Food and Drug Administration,,
37596883-45a4-42f8-b81c-9e72733786cb,2022-06-12,,performance issue detepted in laser therapy unit,recall,Wholesale,Class 2,,recall,laser therapy unit,Health Canada,HealthTech,laser therapy unit
